Region,Gender,SubscriptionType,InternetUsageType,CustomerSupportCalls,ContractType,MonthlyCharges,TotalCharges,CallMinutesPerMonth,InternetGBPerMonth,NumberOfSMSPerMonth,TenureMonths,Age
North-East,Other,Prepaid,Heavy,Medium,Monthly,48.11,879.2,421.51,24.75,113.0,47,72
North-East,Female,Postpaid,Light,Medium,Quarterly,53.53,877.31,695.98,20.83,88.0,20,18
East,Other,Postpaid,Moderate,Low,Yearly,52.11,1564.99,483.71,32.87,120.0,27,49
East,Female,Postpaid,Light,Low,Yearly,54.13,894.31,664.15,47.2,110.0,61,49
South,Female,Postpaid,Heavy,High,Yearly,44.73,720.65,544.24,28.36,94.0,50,74
West,Male,Prepaid,Light,Medium,Yearly,54.01,1059.76,365.54,30.78,60.0,13,58
Central,Male,Prepaid,Heavy,Medium,Monthly,93.01,742.52,621.41,15.3,164.0,15,33
West,Other,Prepaid,Light,Medium,Yearly,58.88,767.86,422.97,33.88,109.0,43,55
West,Other,Prepaid,Heavy,High,Yearly,70.46,714.54,410.01,23.49,72.0,14,62
South,Male,Postpaid,Heavy,High,Monthly,56.78,1342.17,598.46,28.47,124.0,29,35
East,Other,Prepaid,Heavy,Medium,Yearly,9.67,1453.26,612.14,39.64,141.0,49,53
West,Male,Prepaid,Light,Low,Quarterly,53.85,1244.1,541.16,21.2,47.0,2,19
West,Female,Prepaid,Moderate,High,Quarterly,47.18,806.47,607.34,31.17,98.0,41,54
West,Other,Prepaid,Heavy,High,Monthly,49.8,921.72,292.51,34.78,99.0,4,47
North,Female,Prepaid,Moderate,Medium,Yearly,59.8,1333.3,409.69,15.81,96.0,35,75
West,Male,Postpaid,Light,Low,Quarterly,72.21,978.55,506.5,42.59,95.0,36,66
West,Other,Prepaid,Moderate,Low,Monthly,46.19,1008.5,400.84,20.42,124.0,9,65
Central,Other,Postpaid,Heavy,Low,Quarterly,38.59,888.72,483.12,39.2,48.0,58,73
North-East,Other,Prepaid,Heavy,Low,Yearly,58.31,660.14,469.75,35.26,63.0,60,79
North,Other,Postpaid,Moderate,High,Yearly,63.06,1075.23,417.25,27.81,124.0,39,32
West,Female,Postpaid,Moderate,High,Yearly,50.55,1118.47,374.06,30.95,97.0,44,58
North-East,Other,Postpaid,Moderate,Low,Monthly,41.89,727.61,588.45,41.77,114.0,31,55
West,Other,Prepaid,Light,Low,Monthly,25.79,1427.83,584.48,17.41,125.0,71,67
South,Other,Postpaid,Heavy,High,Yearly,68.84,1303.72,331.73,32.64,125.0,58,29
South,Other,Postpaid,Heavy,High,Monthly,73.73,1319.51,585.08,27.11,84.0,58,34
North-East,Male,Postpaid,Heavy,High,Monthly,55.32,567.87,474.3,27.7,103.0,20,26
North,Female,Prepaid,Light,Low,Quarterly,44.85,965.0,576.05,28.82,106.0,11,43
Central,Male,Postpaid,Light,High,Monthly,41.25,958.88,565.94,32.41,91.0,9,62
North,Female,Prepaid,Moderate,Medium,Monthly,75.88,1198.44,547.15,29.33,107.0,41,52
North,Other,Postpaid,Moderate,Medium,Monthly,56.75,1522.97,440.85,23.03,98.0,2,53
South,Other,Postpaid,Moderate,High,Monthly,51.76,1317.1,554.22,37.02,87.0,61,36
South,Male,Prepaid,Heavy,Low,Quarterly,84.35,509.08,526.66,20.97,185.0,17,37
Central,Female,Prepaid,Heavy,Medium,Quarterly,53.18,1312.89,612.37,34.81,94.0,48,38
West,Other,Postpaid,Heavy,Medium,Quarterly,61.29,1206.11,588.93,10.97,115.0,48,20
Central,Female,Postpaid,Light,Medium,Monthly,35.37,1511.17,402.3,28.08,95.0,53,72
West,Female,Prepaid,Light,High,Monthly,30.89,562.92,400.78,19.65,91.0,33,52
North-East,Female,Prepaid,Heavy,Medium,Yearly,25.57,1093.08,492.34,35.5,108.0,6,28
North-East,Female,Prepaid,Moderate,High,Quarterly,58.86,820.82,500.14,17.61,91.0,64,56
East,Male,Prepaid,Moderate,High,Quarterly,55.82,1045.6,368.63,26.4,68.0,17,28
South,Other,Postpaid,Heavy,Medium,Monthly,44.69,699.8,556.68,26.72,108.0,28,26
East,Other,Prepaid,Heavy,High,Yearly,53.69,1008.13,305.41,54.49,123.0,24,61
East,Other,Prepaid,Heavy,Low,Quarterly,41.35,633.01,426.89,15.42,138.0,64,39
South,Female,Postpaid,Light,High,Quarterly,64.9,691.03,484.79,36.57,116.0,23,25
East,Female,Prepaid,Heavy,Low,Yearly,65.19,1500.07,558.87,25.27,79.0,68,64
North,Female,Postpaid,Moderate,High,Monthly,23.73,1405.68,481.78,15.61,119.0,33,72
West,Female,Postpaid,Heavy,Low,Monthly,58.08,803.88,545.66,27.29,100.0,46,30
Central,Male,Prepaid,Heavy,High,Yearly,73.17,566.09,548.41,26.53,120.0,16,63
South,Female,Prepaid,Light,Low,Quarterly,35.84,1287.8,408.77,44.75,145.0,44,63
North,Female,Postpaid,Heavy,High,Monthly,47.66,336.41,637.83,24.87,111.0,62,49
North-East,Female,Prepaid,Heavy,Medium,Yearly,60.31,911.68,405.98,31.86,113.0,30,57
Central,Female,Postpaid,Moderate,Low,Monthly,60.98,1259.64,471.65,21.6,98.0,51,53
Central,Male,Prepaid,Moderate,High,Monthly,46.71,522.38,616.35,32.0,101.0,24,58
Central,Female,Prepaid,Heavy,High,Monthly,64.09,1360.12,475.53,32.87,106.0,46,58
East,Other,Postpaid,Light,Low,Monthly,25.38,783.56,424.92,18.37,101.0,6,53
East,Female,Postpaid,Light,High,Monthly,47.57,670.99,559.41,30.88,135.0,15,77
East,Male,Prepaid,Light,High,Yearly,37.46,1210.23,469.96,35.84,84.0,67,62
East,Female,Postpaid,Light,Low,Monthly,78.18,720.23,598.18,48.89,25.0,7,50
North,Other,Prepaid,Light,Low,Quarterly,25.61,224.58,521.62,34.61,80.0,51,72
East,Female,Prepaid,Light,High,Monthly,57.62,579.48,546.82,48.82,121.0,39,78
South,Male,Prepaid,Moderate,High,Quarterly,-2.05,645.99,476.96,40.35,116.0,21,57
Central,Female,Postpaid,Light,Medium,Yearly,52.46,1230.25,547.89,34.52,148.0,45,57
North,Male,Prepaid,Heavy,High,Monthly,64.4,1048.27,421.21,27.35,99.0,28,54
North-East,Female,Postpaid,Light,Low,Monthly,56.81,1015.0,463.01,43.78,78.0,13,47
East,Female,Postpaid,Light,Medium,Monthly,40.52,1572.67,623.57,19.58,83.0,19,29
North-East,Female,Postpaid,Light,Low,Quarterly,30.64,1138.92,578.58,31.63,29.0,67,76
Central,Male,Prepaid,Heavy,Medium,Quarterly,40.39,939.23,674.17,34.04,86.0,11,26
North,Other,Prepaid,Moderate,Medium,Quarterly,67.04,1181.5,720.18,42.29,126.0,16,40
Central,Female,Postpaid,Heavy,Medium,Yearly,30.66,480.33,238.41,31.84,45.0,25,75
North-East,Male,Postpaid,Light,Low,Quarterly,60.37,889.2,451.63,12.25,65.0,55,67
North,Female,Postpaid,Moderate,Low,Yearly,48.63,1469.15,458.78,14.33,92.0,4,75
West,Female,Postpaid,Moderate,Medium,Yearly,58.43,727.68,488.94,18.84,93.0,36,39
North,Male,Postpaid,Heavy,Medium,Monthly,52.48,332.14,558.02,26.14,60.0,26,28
East,Female,Postpaid,Heavy,Low,Yearly,67.01,745.13,556.93,37.77,140.0,39,78
North-East,Male,Prepaid,Heavy,High,Monthly,73.71,261.45,460.05,24.71,82.0,53,48
Central,Male,Postpaid,Light,Low,Monthly,55.1,1294.5,538.14,19.72,89.0,40,46
Central,Female,Prepaid,Moderate,Low,Monthly,56.25,1082.66,394.28,33.76,82.0,19,20
Central,Female,Postpaid,Moderate,Medium,Yearly,62.48,1044.76,467.5,24.11,155.0,40,72
South,Male,Prepaid,Light,Medium,Quarterly,67.65,889.71,556.15,16.61,140.0,18,78
South,Male,Prepaid,Moderate,Medium,Yearly,53.62,817.9,576.22,28.64,99.0,14,55
East,Other,Postpaid,Moderate,Low,Quarterly,20.76,992.74,414.49,23.8,101.0,7,55
West,Male,Postpaid,Heavy,Medium,Quarterly,44.54,1140.37,396.65,29.94,142.0,17,50
South,Female,Prepaid,Heavy,High,Quarterly,55.97,1052.5,436.76,20.73,81.0,39,39
North,Male,Postpaid,Heavy,Medium,Monthly,73.87,768.56,311.38,31.59,133.0,40,67
North-East,Female,Postpaid,Heavy,Medium,Yearly,35.25,641.46,547.97,35.87,98.0,29,51
East,Other,Postpaid,Light,High,Monthly,71.27,732.09,663.16,21.46,106.0,48,36
West,Male,Prepaid,Heavy,Medium,Yearly,52.67,1132.69,404.96,30.67,72.0,39,50
North,Female,Prepaid,Moderate,Medium,Monthly,47.3,19.31,470.15,21.13,116.0,4,30
Central,Female,Postpaid,Light,High,Yearly,55.48,1274.84,292.95,36.41,100.0,29,37
South,Female,Postpaid,Light,Medium,Yearly,70.23,1287.66,480.12,36.24,75.0,8,78
North,Female,Postpaid,Moderate,High,Yearly,48.68,1159.68,455.65,42.58,27.0,71,29
West,Other,Prepaid,Light,Medium,Yearly,33.58,966.46,348.14,5.08,85.0,70,24
East,Female,Prepaid,Light,High,Yearly,51.14,831.44,483.23,33.88,60.0,14,59
North,Male,Postpaid,Moderate,High,Monthly,69.01,1163.65,456.92,35.3,97.0,45,41
East,Other,Postpaid,Moderate,Medium,Monthly,81.55,1204.84,507.55,26.83,32.0,68,58
Central,Female,Postpaid,Moderate,Low,Yearly,69.26,797.04,609.88,29.45,55.0,63,25
West,Other,Postpaid,Moderate,Medium,Yearly,49.48,837.96,444.3,26.02,91.0,27,73
West,Male,Postpaid,Light,Low,Monthly,31.48,1191.73,477.8,29.85,107.0,2,68
South,Other,Prepaid,Light,High,Yearly,59.18,1156.57,264.44,33.46,84.0,42,34
North-East,Other,Postpaid,Heavy,Medium,Quarterly,62.26,664.89,630.45,45.46,109.0,62,52
West,Female,Postpaid,Heavy,Medium,Quarterly,40.89,705.38,612.44,16.95,59.0,66,49
North,Female,Postpaid,Light,Low,Yearly,54.08,614.43,479.11,39.34,63.0,37,18
North,Female,Postpaid,Light,Low,Quarterly,29.35,1189.7,466.08,24.68,60.0,58,26
North,Female,Postpaid,Moderate,Medium,Quarterly,67.44,1028.94,516.48,16.59,44.0,35,63
Central,Male,Prepaid,Heavy,High,Monthly,45.82,867.43,546.2,30.81,90.0,35,72
West,Male,Postpaid,Moderate,Low,Monthly,56.84,719.47,435.45,35.53,48.0,10,61
West,Other,Postpaid,Moderate,Low,Yearly,54.26,1016.98,697.19,25.13,173.0,22,46
North,Male,Postpaid,Light,High,Quarterly,38.11,1294.2,453.38,29.82,156.0,30,74
South,Female,Prepaid,Moderate,High,Monthly,47.49,126.55,349.35,44.22,107.0,33,43
South,Male,Prepaid,Moderate,Medium,Quarterly,31.05,700.03,428.86,55.16,80.0,14,36
West,Other,Prepaid,Light,Medium,Quarterly,30.97,1169.46,371.68,48.79,70.0,2,64
West,Male,Prepaid,Moderate,Low,Quarterly,54.04,497.52,478.04,39.28,83.0,6,45
East,Other,Postpaid,Heavy,Low,Quarterly,30.97,1315.58,605.18,35.35,88.0,61,40
West,Other,Prepaid,Moderate,Medium,Yearly,22.6,1179.26,456.47,35.81,100.0,12,24
North,Female,Prepaid,Light,Medium,Yearly,30.12,822.68,388.31,32.67,102.0,21,45
North-East,Other,Postpaid,Moderate,Low,Quarterly,50.74,1310.39,520.25,42.24,130.0,13,73
Central,Other,Postpaid,Light,Low,Quarterly,72.07,848.05,675.97,32.58,100.0,50,61
West,Female,Postpaid,Moderate,Low,Yearly,60.96,1081.43,555.29,24.02,98.0,21,50
West,Other,Postpaid,Light,High,Monthly,51.4,903.65,598.55,52.58,49.0,8,72
North,Male,Postpaid,Heavy,Low,Yearly,86.89,1379.62,463.04,25.94,129.0,44,54
East,Male,Prepaid,Heavy,Low,Yearly,61.23,1669.44,619.55,27.79,68.0,61,77
North-East,Male,Prepaid,Moderate,Medium,Quarterly,50.19,1690.61,519.15,30.11,104.0,65,78
West,Other,Postpaid,Heavy,High,Yearly,87.23,1058.12,629.29,38.24,144.0,9,40
South,Other,Postpaid,Heavy,Medium,Monthly,24.77,880.63,551.72,11.58,45.0,15,54
South,Female,Postpaid,Moderate,High,Quarterly,29.67,684.37,311.65,26.92,150.0,12,67
South,Other,Prepaid,Moderate,Low,Quarterly,59.58,1396.04,521.96,27.2,85.0,60,59
Central,Other,Postpaid,Light,Medium,Yearly,36.73,1140.67,478.57,31.86,88.0,1,61
Central,Male,Prepaid,Moderate,Medium,Quarterly,71.04,1272.98,639.73,44.61,45.0,64,26
North-East,Male,Prepaid,Light,High,Quarterly,23.24,209.45,503.12,26.23,148.0,49,24
West,Other,Postpaid,Moderate,Low,Quarterly,57.44,367.8,520.98,38.03,120.0,15,33
West,Female,Prepaid,Moderate,Medium,Quarterly,48.62,822.17,687.91,15.97,101.0,42,46
West,Male,Postpaid,Moderate,High,Quarterly,56.94,967.45,559.94,40.05,65.0,70,69
Central,Other,Postpaid,Heavy,Low,Quarterly,76.65,1569.66,585.04,21.64,111.0,21,48
North-East,Female,Postpaid,Light,Medium,Quarterly,32.77,1326.2,484.36,3.01,126.0,48,35
West,Female,Prepaid,Moderate,High,Quarterly,42.25,1123.23,422.95,27.31,96.0,52,70
North,Other,Prepaid,Moderate,High,Monthly,24.06,1392.59,440.65,47.78,94.0,61,38
East,Male,Postpaid,Light,Low,Monthly,65.12,815.06,476.94,28.22,86.0,41,36
South,Female,Prepaid,Moderate,Medium,Yearly,37.99,1032.83,486.26,29.01,94.0,70,35
South,Female,Postpaid,Light,High,Quarterly,62.31,990.99,393.96,32.35,138.0,10,45
North,Female,Prepaid,Light,High,Monthly,66.88,425.83,449.57,37.39,123.0,45,28
West,Male,Prepaid,Light,High,Yearly,74.8,1023.0,434.77,20.36,93.0,7,53
North-East,Other,Postpaid,Light,Medium,Yearly,73.14,825.47,605.53,15.54,80.0,54,34
North-East,Female,Postpaid,Light,Medium,Monthly,40.42,1562.43,440.91,21.31,135.0,69,32
Central,Male,Postpaid,Light,Low,Monthly,57.03,625.04,552.82,23.13,99.0,63,52
West,Male,Postpaid,Moderate,Medium,Quarterly,52.54,751.06,434.08,41.49,111.0,35,32
North-East,Female,Prepaid,Moderate,Low,Monthly,69.06,636.95,534.73,35.21,145.0,30,37
West,Male,Postpaid,Moderate,Low,Quarterly,76.21,1107.1,376.16,34.07,84.0,1,45
South,Female,Prepaid,Heavy,Medium,Quarterly,56.41,1110.45,614.18,42.62,131.0,39,50
South,Male,Prepaid,Moderate,Low,Monthly,58.55,910.49,359.6,18.81,89.0,69,64
Central,Other,Postpaid,Moderate,Low,Monthly,41.26,1387.54,683.64,42.65,113.0,19,78
South,Male,Prepaid,Moderate,High,Quarterly,45.69,891.35,405.84,19.71,123.0,48,38
West,Other,Postpaid,Heavy,Low,Monthly,41.49,1063.17,629.52,39.75,57.0,36,47
North,Other,Prepaid,Moderate,High,Quarterly,61.45,829.45,680.7,20.88,97.0,34,60
Central,Female,Prepaid,Heavy,Low,Yearly,69.49,566.72,490.24,29.8,112.0,52,61
North,Male,Postpaid,Moderate,Low,Quarterly,47.41,1191.13,292.67,30.19,64.0,45,45
West,Other,Postpaid,Moderate,High,Monthly,62.81,312.88,325.15,25.74,108.0,29,48
Central,Female,Postpaid,Light,Low,Quarterly,11.48,799.99,441.35,29.42,44.0,41,32
North,Male,Postpaid,Moderate,High,Monthly,42.64,910.16,620.57,38.05,79.0,12,75
Central,Other,Prepaid,Heavy,Low,Quarterly,40.52,390.86,518.65,26.67,63.0,38,23
West,Male,Postpaid,Light,Low,Yearly,79.64,1048.91,614.81,37.85,90.0,60,33
North-East,Male,Prepaid,Light,High,Yearly,62.65,1313.77,559.12,48.15,89.0,45,38
Central,Female,Postpaid,Moderate,High,Monthly,49.4,1105.44,393.26,16.29,92.0,39,74
North-East,Female,Prepaid,Heavy,Low,Monthly,51.03,943.47,483.61,40.09,132.0,42,20
West,Female,Postpaid,Light,High,Monthly,63.82,1301.56,554.76,28.46,90.0,71,33
Central,Male,Postpaid,Moderate,Medium,Yearly,21.63,1021.5,742.99,27.17,103.0,12,20
Central,Other,Prepaid,Heavy,Low,Yearly,21.83,1492.24,591.45,33.47,89.0,27,40
North-East,Male,Postpaid,Moderate,High,Quarterly,31.57,1030.28,506.42,7.55,162.0,34,40
South,Male,Prepaid,Moderate,High,Monthly,37.45,1046.66,703.27,39.21,89.0,22,67
North-East,Female,Postpaid,Heavy,High,Quarterly,79.68,868.67,489.38,33.86,91.0,40,56
North-East,Male,Prepaid,Heavy,Medium,Monthly,70.27,731.88,462.43,45.33,83.0,55,41
North-East,Other,Postpaid,Moderate,Low,Yearly,21.05,739.56,394.79,26.71,93.0,66,57
West,Female,Prepaid,Heavy,High,Quarterly,77.85,994.3,688.09,49.97,93.0,23,35
East,Male,Postpaid,Moderate,High,Quarterly,55.94,1340.79,603.16,27.24,91.0,68,57
North-East,Other,Postpaid,Heavy,Low,Monthly,86.0,886.03,505.71,23.88,115.0,32,29
Central,Male,Postpaid,Heavy,Low,Monthly,70.19,801.49,608.63,39.92,161.0,64,32
North,Female,Prepaid,Heavy,High,Quarterly,60.29,914.32,595.34,40.59,107.0,9,22
South,Male,Postpaid,Light,High,Yearly,54.05,1036.94,490.12,26.25,74.0,55,28
North-East,Other,Prepaid,Heavy,Low,Quarterly,68.84,1100.82,346.74,34.77,74.0,51,65
North-East,Male,Postpaid,Heavy,Medium,Quarterly,41.87,1216.48,479.56,28.41,113.0,49,36
South,Other,Postpaid,Heavy,Low,Yearly,54.21,1457.59,517.25,24.01,89.0,33,77
North-East,Male,Postpaid,Light,High,Quarterly,71.58,579.32,461.73,32.84,66.0,56,24
Central,Other,Postpaid,Heavy,High,Yearly,70.38,1281.85,510.95,19.16,110.0,5,19
East,Male,Prepaid,Light,Low,Yearly,40.01,793.26,501.66,30.56,84.0,53,43
North-East,Male,Prepaid,Heavy,High,Monthly,44.18,1155.19,519.61,39.51,130.0,53,71
South,Male,Prepaid,Heavy,Low,Yearly,50.25,899.14,493.87,24.53,99.0,59,68
North-East,Other,Postpaid,Heavy,High,Yearly,56.03,945.16,710.37,41.08,179.0,36,32
West,Male,Postpaid,Light,High,Quarterly,63.74,1092.17,550.1,15.04,77.0,68,37
Central,Male,Postpaid,Heavy,Low,Monthly,27.94,936.67,442.32,22.53,92.0,2,35
Central,Female,Postpaid,Heavy,Low,Monthly,52.62,1658.84,491.29,32.72,85.0,44,32
East,Male,Prepaid,Heavy,Medium,Yearly,23.81,477.35,557.68,36.22,79.0,36,72
West,Male,Postpaid,Heavy,High,Yearly,69.14,894.98,571.3,28.87,100.0,17,44
West,Other,Postpaid,Heavy,High,Quarterly,61.55,1380.04,555.48,41.06,80.0,45,53
East,Female,Postpaid,Heavy,Medium,Monthly,36.25,967.44,619.18,37.87,133.0,58,26
North,Female,Prepaid,Heavy,High,Yearly,64.47,806.7,497.05,9.66,97.0,70,47
North-East,Female,Postpaid,Heavy,High,Yearly,66.09,609.24,394.01,30.53,125.0,28,68
West,Female,Postpaid,Light,Low,Monthly,51.14,984.4,407.16,28.24,67.0,26,60
North,Other,Postpaid,Light,High,Monthly,42.78,1005.13,710.48,15.82,83.0,65,21
North,Male,Prepaid,Moderate,Low,Monthly,65.16,1015.3,577.19,27.35,103.0,3,31
Central,Male,Postpaid,Light,High,Quarterly,43.31,1071.35,479.58,40.69,99.0,15,76
North-East,Other,Prepaid,Heavy,Medium,Quarterly,57.35,1239.06,603.9,29.36,70.0,38,72
Central,Other,Prepaid,Heavy,Low,Quarterly,60.65,934.96,478.32,19.79,80.0,37,54
South,Other,Postpaid,Moderate,High,Yearly,33.43,1046.18,554.82,46.82,72.0,49,66
Central,Male,Postpaid,Light,High,Yearly,48.26,891.6,405.1,36.5,100.0,58,20
West,Male,Prepaid,Light,High,Monthly,30.68,1096.34,577.72,33.09,75.0,50,78
West,Other,Postpaid,Moderate,High,Monthly,30.64,1202.55,430.5,25.81,132.0,42,27
North-East,Female,Postpaid,Heavy,Medium,Yearly,21.49,557.11,464.7,19.45,93.0,27,19
North,Other,Postpaid,Moderate,High,Quarterly,46.07,1310.97,570.92,26.47,117.0,36,25
West,Other,Prepaid,Light,Low,Yearly,17.03,1264.55,602.53,51.4,66.0,47,59
Central,Female,Postpaid,Moderate,Medium,Monthly,57.02,941.57,570.69,20.26,44.0,33,69
Central,Female,Postpaid,Moderate,High,Yearly,42.69,915.88,558.26,40.37,157.0,32,47
North-East,Female,Postpaid,Moderate,Medium,Quarterly,69.29,731.51,362.96,31.32,122.0,11,41
Central,Female,Postpaid,Heavy,High,Yearly,26.96,987.32,477.77,53.5,48.0,29,39
East,Other,Postpaid,Heavy,Medium,Monthly,45.99,1609.69,438.25,22.82,118.0,21,51
North-East,Other,Prepaid,Heavy,Medium,Yearly,33.62,637.53,536.5,35.05,132.0,44,20
North-East,Male,Postpaid,Moderate,High,Yearly,38.1,726.78,456.05,25.6,136.0,37,52
West,Male,Postpaid,Heavy,Low,Quarterly,35.0,1060.13,597.39,31.27,86.0,55,21
North-East,Other,Postpaid,Light,High,Yearly,55.41,759.44,584.46,39.7,146.0,47,41
South,Male,Postpaid,Moderate,Medium,Monthly,43.81,861.53,446.23,38.65,120.0,20,20
West,Male,Postpaid,Light,High,Yearly,55.13,557.82,386.32,33.2,131.0,69,52
West,Male,Postpaid,Heavy,High,Yearly,33.78,827.34,510.58,38.24,115.0,56,48
East,Female,Prepaid,Moderate,Low,Yearly,67.93,885.67,664.18,32.31,94.0,69,75
West,Female,Postpaid,Moderate,High,Monthly,70.55,1333.67,640.14,26.17,88.0,71,36
North,Female,Postpaid,Moderate,Low,Monthly,36.87,745.29,509.26,18.82,103.0,61,20
Central,Other,Postpaid,Light,Low,Yearly,20.44,583.93,578.08,4.52,123.0,11,60
Central,Female,Postpaid,Moderate,High,Yearly,50.72,977.07,566.3,25.83,46.0,56,26
North-East,Male,Postpaid,Heavy,Low,Monthly,43.28,826.69,251.4,39.39,126.0,63,18
East,Other,Prepaid,Moderate,Medium,Monthly,50.25,782.54,457.0,26.79,68.0,44,41
Central,Other,Prepaid,Heavy,Medium,Yearly,58.36,568.21,661.16,31.2,118.0,70,49
North,Male,Postpaid,Heavy,High,Monthly,53.08,984.41,603.78,46.43,76.0,18,45
East,Male,Prepaid,Light,Medium,Monthly,40.64,832.01,413.16,39.32,126.0,47,68
South,Female,Prepaid,Moderate,Low,Monthly,73.48,1036.66,621.37,32.74,97.0,63,42
Central,Male,Prepaid,Light,Low,Quarterly,17.43,554.35,543.57,20.05,126.0,52,56
West,Female,Prepaid,Heavy,Medium,Quarterly,84.75,978.99,682.14,29.45,98.0,27,49
North,Other,Prepaid,Light,High,Monthly,71.94,1618.05,595.63,28.13,99.0,48,63
North,Female,Postpaid,Heavy,Medium,Monthly,28.69,1032.79,509.65,28.87,137.0,15,26
Central,Other,Postpaid,Light,Medium,Quarterly,71.23,899.82,357.08,27.49,85.0,40,70
North-East,Other,Prepaid,Light,High,Quarterly,79.51,839.63,496.81,43.42,84.0,33,38
South,Female,Prepaid,Light,Medium,Monthly,73.03,882.49,597.07,34.84,65.0,67,32
West,Other,Prepaid,Moderate,Medium,Yearly,31.68,1068.49,387.36,9.57,129.0,56,34
South,Male,Postpaid,Light,Medium,Yearly,53.58,1019.91,193.01,23.92,117.0,54,58
South,Other,Postpaid,Heavy,High,Quarterly,49.4,943.02,456.94,24.84,117.0,31,19
Central,Female,Prepaid,Moderate,Low,Quarterly,59.06,1344.6,639.99,36.12,57.0,27,74
West,Other,Prepaid,Moderate,Low,Yearly,42.13,856.16,492.0,36.92,75.0,6,24
Central,Female,Postpaid,Moderate,Low,Quarterly,20.08,1226.4,517.49,29.27,120.0,61,28
Central,Female,Postpaid,Moderate,Low,Quarterly,69.06,1056.16,450.08,40.4,46.0,46,77
North-East,Female,Postpaid,Moderate,Low,Yearly,46.01,850.41,560.85,47.66,85.0,19,79
North,Other,Postpaid,Heavy,High,Yearly,77.14,880.31,521.51,24.2,120.0,9,42
North-East,Male,Prepaid,Heavy,High,Yearly,49.69,1094.57,437.79,30.88,175.0,60,41
North-East,Other,Prepaid,Heavy,Low,Yearly,61.59,1079.48,454.1,22.84,73.0,53,46
Central,Female,Prepaid,Heavy,Medium,Quarterly,50.04,999.78,513.52,36.3,45.0,50,19
North-East,Female,Postpaid,Moderate,Medium,Quarterly,31.65,1565.56,224.67,25.29,176.0,58,60
North-East,Other,Postpaid,Light,High,Quarterly,66.46,918.71,585.83,35.74,74.0,47,39
East,Female,Postpaid,Heavy,Low,Yearly,37.28,680.1,544.93,16.16,111.0,24,40
West,Female,Postpaid,Moderate,Medium,Monthly,33.96,970.68,394.8,36.31,101.0,69,64
North,Female,Postpaid,Moderate,Low,Yearly,30.94,1423.96,374.74,4.77,77.0,40,72
West,Other,Prepaid,Moderate,Medium,Monthly,57.66,1215.44,477.65,26.52,135.0,23,29
North,Other,Prepaid,Light,Low,Yearly,29.01,1272.87,419.69,26.96,67.0,58,22
East,Male,Postpaid,Light,Low,Quarterly,51.37,819.95,598.18,24.25,108.0,53,18
Central,Male,Prepaid,Heavy,High,Yearly,10.88,1385.19,363.69,27.23,89.0,38,37
North,Other,Postpaid,Moderate,Low,Yearly,39.07,853.26,442.91,33.7,56.0,30,36
North,Female,Prepaid,Heavy,Low,Yearly,56.07,627.92,357.52,41.3,58.0,4,68
North,Female,Prepaid,Light,Medium,Monthly,55.08,749.82,565.16,28.49,68.0,46,27
East,Female,Postpaid,Light,High,Quarterly,55.56,1488.39,487.92,30.41,101.0,57,30
West,Other,Postpaid,Moderate,Low,Quarterly,76.55,744.8,570.19,28.33,117.0,6,53
East,Other,Postpaid,Heavy,Low,Yearly,74.21,822.78,382.49,30.02,63.0,59,66
North,Other,Postpaid,Heavy,Medium,Quarterly,55.14,895.45,438.83,35.05,98.0,23,18
North-East,Female,Prepaid,Light,Medium,Yearly,40.88,1723.73,664.78,34.06,108.0,28,70
North,Female,Postpaid,Heavy,High,Monthly,35.4,895.0,439.52,34.66,105.0,10,53
North-East,Female,Prepaid,Heavy,High,Quarterly,72.96,1192.65,537.57,29.89,100.0,43,54
Central,Other,Prepaid,Heavy,Low,Monthly,63.68,1085.95,576.67,31.78,102.0,43,31
East,Female,Prepaid,Light,High,Yearly,22.2,1181.09,376.62,42.29,85.0,44,23
North-East,Other,Postpaid,Moderate,High,Quarterly,43.99,980.05,508.48,1.49,107.0,33,26
East,Other,Postpaid,Light,Medium,Quarterly,64.73,1478.87,527.62,35.74,72.0,22,67
South,Female,Postpaid,Light,High,Monthly,38.11,1062.81,696.97,24.11,95.0,22,45
West,Male,Postpaid,Heavy,Low,Yearly,68.55,1102.05,325.15,24.08,99.0,19,28
South,Other,Prepaid,Moderate,High,Monthly,32.61,1586.28,465.51,6.69,92.0,52,37
North-East,Other,Postpaid,Heavy,Low,Yearly,54.24,630.76,410.61,41.02,176.0,9,47
South,Female,Prepaid,Heavy,Low,Yearly,71.86,1605.29,459.17,23.4,113.0,63,70
West,Male,Postpaid,Light,Medium,Yearly,34.26,1454.73,579.04,37.53,64.0,13,79
North-East,Male,Prepaid,Light,Medium,Yearly,76.76,1006.82,305.5,30.0,68.0,29,71
Central,Female,Postpaid,Moderate,Medium,Monthly,50.41,860.81,435.35,30.05,116.0,10,44
Central,Male,Prepaid,Light,Low,Monthly,61.24,1514.77,643.46,36.38,109.0,30,22
West,Female,Prepaid,Moderate,Medium,Quarterly,36.88,1363.98,456.53,32.42,142.0,60,58
